Student ID,student_name,gender,grade,reading_score,math_score,school_name
482,Barbara Lopez,F,9th,66.98,56.27,Huang High School
483,Patricia Thomas,F,11th,61.75,85.0,Huang High School
484,Patricia Jones,F,9th,62.71,79.52,Huang High School
485,Robert Davis,M,11th,70.39,70.22,Huang High School
486,Elizabeth Taylor,F,11th,88.97,85.19,Huang High School
487,William Jackson,F,10th,49.78,63.18,Huang High School
488,Susan Davis,F,12th,100.0,60.72,Huang High School
489,William Hernandez,M,9th,55.55,46.84,Huang High School
490,James Wilson,F,12th,73.75,56.22,Huang High School
491,Robert Wilson,M,11th,56.44,59.48,Huang High School
492,Patricia Smith,F,11th,81.67,51.11,Huang High School
493,Charles Davis,M,9th,50.55,62.13,Huang High School
494,Joseph Anderson,F,12th,76.66,67.13,Huang High School
495,William Rodriguez,M,11th,75.1,83.01,Huang High School
496,Elizabeth Martin,M,9th,72.4,96.34,Huang High School
497,William Williams,M,12th,64.17,69.12,Huang High School
498,Karen Hernandez,M,11th,51.0,76.54,Huang High School
499,Jennifer Johnson,F,10th,64.99,78.24,Huang High School
500,Michael Moore,M,10th,83.42,66.48,Huang High School
501,Mary Taylor,F,12th,63.67,70.87,Huang High School
502,David Lopez,F,11th,78.65,68.15,Huang High School
503,Charles Miller,M,10th,75.92,79.34,Huang High School
504,Karen Garcia,F,11th,76.96,86.78,Huang High School
505,James Taylor,M,10th,61.24,36.54,Huang High School
506,David Moore,M,10th,83.36,100.0,Huang High School
507,Thomas Miller,F,9th,76.59,75.46,Huang High School
508,Thomas Martin,F,9th,100.0,41.66,Huang High School
509,William Taylor,F,10th,85.51,69.76,Huang High School
510,Karen Davis,M,11th,100.0,72.96,Huang High School
511,Thomas Miller,F,12th,75.76,60.22,Huang High School
512,James Gonzalez,M,11th,95.89,76.63,Huang High School
513,Charles Jackson,M,9th,49.97,50.7,Huang High School
514,Thomas Gonzalez,M,9th,82.14,53.94,Huang High School
515,Jessica Davis,F,10th,71.79,91.64,Huang High School
516,Charles Moore,F,11th,56.69,51.38,Huang High School
517,James Wilson,F,11th,68.68,75.26,Huang High School
518,Charles Anderson,F,10th,72.25,71.56,Huang High School
519,Sarah Johnson,F,12th,91.86,62.68,Huang High School
520,Thomas Moore,M,9th,84.69,58.13,Huang High School
521,Jennifer Jackson,M,12th,52.95,76.67,Huang High School
522,Patricia Smith,F,11th,100.0,86.94,Huang High School
523,Linda Miller,M,10th,89.35,100.0,Huang High School
524,John Martinez,M,10th,71.31,81.77,Huang High School
525,Elizabeth Jackson,M,11th,81.55,80.38,Huang High School
526,Susan Johnson,F,10th,73.83,87.71,Huang High School
527,James Moore,F,10th,75.58,32.86,Huang High School
528,Michael Davis,M,9th,76.57,67.31,Huang High School
529,James Williams,M,9th,67.18,68.97,Huang High School
530,Linda Anderson,M,9th,61.9,74.95,Huang High School
531,Robert Williams,M,12th,74.13,55.72,Huang High School
532,Charles Smith,F,9th,92.01,81.33,Huang High School
533,Joseph Davis,F,12th,63.73,43.55,Huang High School
534,Mary Williams,M,11th,80.17,72.31,Huang High School
535,Susan Wilson,M,12th,64.58,54.2,Huang High School
536,David Thomas,F,9th,50.28,71.05,Huang High School
537,Patricia Martin,F,11th,100.0,63.63,Huang High School
538,Robert Wilson,F,11th,64.42,51.92,Huang High School
539,Jessica Moore,M,11th,72.14,57.57,Huang High School
540,Michael Martinez,M,11th,61.3,90.71,Huang High School
541,Michael Smith,F,11th,64.31,79.79,Huang High School
542,Charles Thomas,F,9th,98.53,79.56,Huang High School
543,Charles Brown,F,12th,48.92,74.41,Huang High School
544,Sarah Johnson,M,11th,91.23,67.43,Huang High School
545,James Anderson,M,12th,68.33,62.21,Huang High School
546,Robert Martin,F,11th,78.07,70.84,Huang High School
547,David Martinez,F,12th,55.22,80.07,Huang High School
548,Mary Williams,M,10th,76.38,85.17,Huang High School
549,Barbara Martin,M,9th,87.65,47.08,Huang High School
550,Robert Jones,M,10th,97.0,67.13,Huang High School
551,Jennifer Rodriguez,M,9th,66.7,63.59,Huang High School
552,Mary Lopez,M,9th,55.62,70.55,Huang High School
553,John Martin,F,11th,63.17,71.19,Huang High School
554,Barbara Taylor,M,10th,66.19,65.58,Huang High School
555,Elizabeth Wilson,F,10th,92.72,81.49,Huang High School
556,Thomas Moore,M,12th,77.14,76.34,Huang High School
557,Charles Taylor,F,11th,76.45,57.83,Huang High School
558,Susan Rodriguez,F,10th,82.44,88.95,Huang High School
559,Linda Johnson,F,9th,67.04,70.42,Huang High School
560,Richard Miller,M,12th,50.74,92.22,Huang High School
561,William Hernandez,F,9th,74.02,59.52,Huang High School
562,Susan Brown,F,9th,81.11,77.1,Huang High School
563,Richard Johnson,F,12th,54.17,78.22,Huang High School
564,Robert Hernandez,M,9th,71.63,61.13,Huang High School
565,Jennifer Moore,M,12th,84.28,59.12,Huang High School
566,Elizabeth Brown,M,12th,39.99,65.59,Huang High School
567,William Garcia,F,11th,95.12,78.51,Huang High School
568,Mary Taylor,F,12th,68.13,41.04,Huang High School
569,Robert Garcia,F,11th,52.54,68.46,Huang High School
570,Barbara Martinez,F,12th,86.18,100.0,Huang High School
571,Jennifer Davis,M,11th,83.92,44.59,Huang High School
572,Mary Lopez,F,10th,75.39,60.49,Huang High School
573,Richard Miller,F,12th,79.24,89.9,Huang High School
574,Elizabeth Gonzalez,F,10th,45.1,54.09,Huang High School
575,Thomas Wilson,F,10th,86.81,78.77,Huang High School
576,Mary Hernandez,M,12th,62.87,81.01,Huang High School
577,James Jackson,M,12th,62.57,57.87,Huang High School
578,Patricia Jackson,M,10th,91.8,80.04,Huang High School
579,David Davis,M,12th,55.73,49.54,Huang High School
580,David Brown,F,11th,91.62,83.1,Huang High School
581,Thomas Miller,M,10th,78.8,74.32,Huang High School
582,Linda Williams,M,12th,89.35,82.05,Huang High School
583,Mary Anderson,M,10th,57.26,56.19,Huang High School
584,Robert Smith,M,10th,86.03,79.48,Huang High School
585,Patricia Anderson,F,9th,78.38,38.29,Huang High School
586,Karen Jackson,F,12th,71.27,90.48,Huang High School
587,John Martin,F,11th,58.85,56.59,Huang High School
588,David Taylor,F,11th,70.65,86.5,Huang High School
589,Richard Hernandez,M,11th,44.82,85.15,Huang High School
590,Mary Rodriguez,M,9th,56.35,61.05,Huang High School
591,Mary Rodriguez,F,11th,71.49,54.04,Huang High School
592,William Davis,M,11th,64.49,63.28,Huang High School
593,Thomas Smith,F,11th,83.95,80.45,Huang High School
594,David Davis,M,12th,73.21,84.99,Huang High School
595,Elizabeth Miller,F,10th,80.24,94.86,Huang High School
596,John Williams,F,10th,92.46,87.11,Huang High School
597,Sarah Jones,F,11th,94.25,74.68,Huang High School
598,Barbara Lopez,M,12th,84.52,51.58,Huang High School
599,Charles Garcia,F,12th,66.36,84.74,Huang High School
600,Mary Lopez,F,12th,95.41,65.06,Huang High School
601,Charles Jones,F,9th,16.21,57.67,Huang High School
602,Barbara Taylor,F,12th,66.72,73.02,Huang High School
603,Thomas Martinez,M,10th,93.44,64.84,Huang High School
604,Thomas Anderson,M,9th,55.37,59.98,Huang High School
605,Barbara Thomas,M,12th,92.86,95.2,Huang High School
606,Charles Davis,F,9th,71.02,70.21,Huang High School
607,Thomas Jones,F,9th,61.31,80.03,Huang High School
608,Jessica Garcia,F,11th,82.94,62.82,Huang High School
609,Linda Moore,F,12th,90.9,89.49,Huang High School
610,Barbara Anderson,F,10th,84.98,66.25,Huang High School
611,William Gonzalez,M,12th,72.82,48.32,Huang High School
612,Joseph Martinez,M,11th,38.32,70.15,Huang High School
613,Jessica Miller,F,11th,67.54,79.81,Huang High School
614,Thomas Miller,F,12th,94.88,64.27,Huang High School
615,Susan Anderson,F,10th,61.39,82.46,Huang High School
616,Michael Rodriguez,F,12th,89.18,84.72,Huang High School
617,Charles Thomas,F,9th,51.05,71.28,Huang High School
618,Linda Moore,F,11th,90.86,83.83,Huang High School
619,Sarah Martin,M,9th,43.55,64.61,Huang High School
620,Michael Williams,F,12th,61.74,56.61,Huang High School
621,Sarah Martinez,M,9th,62.79,52.09,Huang High School
622,Michael Taylor,M,9th,46.34,79.22,Huang High School
623,Susan Williams,F,12th,76.47,49.48,Huang High School
624,Barbara Gonzalez,M,10th,67.97,77.44,Huang High School
625,Mary Williams,F,12th,65.14,95.59,Huang High School
626,Robert Hernandez,F,9th,47.78,67.09,Huang High School
627,Linda Lopez,F,10th,57.97,83.82,Huang High School
628,Michael Anderson,F,10th,47.75,45.75,Huang High School
629,Thomas Brown,M,11th,90.38,72.14,Huang High School
630,Richard Moore,F,9th,50.24,98.92,Huang High School
631,James Thomas,M,12th,78.28,64.94,Huang High School
632,Richard Martinez,M,12th,83.53,82.32,Huang High School
633,Barbara Johnson,F,11th,44.16,72.75,Huang High School
634,John Martinez,F,12th,67.51,42.73,Huang High School
635,Mary Gonzalez,F,11th,57.62,85.71,Huang High School
636,Richard Moore,M,10th,64.66,70.83,Huang High School
637,John Miller,F,11th,55.01,87.86,Huang High School
638,Susan Martin,F,9th,96.79,75.18,Huang High School
639,Thomas Lopez,F,12th,40.07,73.18,Huang High School
640,Jessica Lopez,M,9th,68.1,38.43,Huang High School
641,Joseph Martinez,M,10th,80.11,96.21,Huang High School
642,Michael Martin,F,9th,98.63,71.23,Huang High School
643,Robert Smith,F,10th,61.6,67.82,Huang High School
644,Thomas Williams,F,10th,87.47,89.6,Huang High School
645,Richard Wilson,F,10th,76.96,85.85,Huang High School
646,Sarah Brown,M,9th,100.0,44.62,Huang High School
647,Sarah Jones,M,11th,70.23,90.37,Huang High School
648,Jessica Smith,F,12th,82.56,76.84,Huang High School
649,Susan Anderson,M,10th,82.89,82.12,Huang High School
650,William Anderson,M,10th,77.34,89.13,Huang High School
651,Thomas Brown,F,11th,56.17,62.71,Huang High School
652,Barbara Jones,M,10th,56.01,69.24,Huang High School
653,Robert Hernandez,F,11th,63.29,74.01,Huang High School
654,Jennifer Miller,M,10th,78.13,93.06,Huang High School
655,Susan Hernandez,F,11th,65.96,55.45,Huang High School
656,Richard Johnson,M,12th,52.61,69.34,Huang High School
657,Michael Martin,F,10th,75.72,37.59,Huang High School
658,Patricia Davis,M,10th,69.38,67.6,Huang High School
659,Karen Jackson,M,10th,49.28,79.2,Huang High School
660,Richard Wilson,M,10th,67.98,59.43,Huang High School
661,Elizabeth Hernandez,F,9th,65.17,48.12,Huang High School
662,Mary Rodriguez,M,9th,81.3,77.11,Huang High School
663,Thomas Williams,M,10th,46.19,74.09,Huang High School
664,Jennifer Jones,M,11th,73.2,87.95,Huang High School
665,Robert Anderson,M,10th,75.07,70.12,Huang High School
666,Thomas Rodriguez,M,11th,53.66,94.91,Huang High School
667,John Martin,M,11th,87.62,94.57,Huang High School
668,Thomas Martinez,M,9th,77.35,68.94,Huang High School
669,John Moore,F,12th,62.57,72.02,Huang High School
670,Sarah Taylor,M,11th,66.87,61.58,Huang High School
671,John Williams,M,10th,64.7,76.75,Huang High School
672,Jennifer Gonzalez,F,12th,70.54,71.94,Huang High School
673,Joseph Rodriguez,F,9th,91.87,83.27,Huang High School
674,Patricia Wilson,F,9th,47.49,65.9,Huang High School
675,Robert Johnson,F,12th,67.36,68.6,Huang High School
676,David Rodriguez,F,9th,56.89,72.96,Huang High School
677,John Rodriguez,F,10th,76.96,69.99,Huang High School
678,John Johnson,F,11th,74.4,63.04,Huang High School
679,Barbara Martinez,F,11th,93.38,64.96,Huang High School
680,William Anderson,M,10th,71.7,74.02,Huang High School
681,Linda Jones,F,10th,90.27,63.81,Huang High School
682,David Johnson,M,9th,81.05,69.33,Huang High School
683,Joseph Garcia,F,10th,70.21,65.98,Huang High School
684,Linda Jones,M,11th,78.13,86.1,Huang High School
685,Jessica Moore,M,10th,56.72,39.19,Huang High School
686,Jennifer Jones,F,11th,83.53,72.95,Huang High School
687,Jessica Gonzalez,F,10th,67.55,52.78,Huang High School
688,Robert Gonzalez,F,12th,64.81,78.9,Huang High School
689,Thomas Moore,F,12th,65.73,63.32,Huang High School
690,Linda Gonzalez,F,11th,79.89,85.05,Huang High School
691,Charles Williams,F,10th,62.94,82.75,Huang High School
692,Linda Johnson,M,10th,57.6,76.07,Huang High School
693,Linda Gonzalez,M,9th,61.7,73.03,Huang High School
694,Richard Smith,M,9th,47.68,82.23,Huang High School
695,Jennifer Jackson,M,10th,62.97,74.9,Huang High School
696,Jessica Davis,F,11th,57.59,47.09,Huang High School
697,James Thomas,F,11th,79.09,82.43,Huang High School
698,William Gonzalez,F,10th,65.51,60.96,Huang High School
699,David Gonzalez,M,9th,72.58,54.29,Huang High School
700,Elizabeth Brown,F,11th,35.44,53.36,Huang High School
701,Jennifer Miller,F,9th,69.5,77.71,Huang High School
702,Robert Hernandez,M,12th,68.83,74.68,Huang High School
703,Richard Jackson,F,9th,82.3,53.2,Huang High School
704,Elizabeth Martinez,F,9th,85.97,95.93,Huang High School
705,David Miller,F,10th,43.38,54.99,Huang High School
706,Sarah Brown,M,12th,100.0,69.49,Huang High School
707,Mary Wilson,M,11th,69.44,84.87,Huang High School
708,Richard Lopez,F,10th,66.22,69.66,Huang High School
709,Michael Johnson,M,9th,54.11,69.63,Huang High School
710,Richard Wilson,F,12th,86.75,52.59,Huang High School
711,Thomas Rodriguez,M,11th,61.09,75.89,Huang High School
712,Thomas Davis,M,11th,96.66,80.14,Huang High School
713,Mary Gonzalez,M,12th,68.44,49.65,Huang High School
714,John Thomas,F,10th,69.32,72.47,Huang High School
715,Jennifer Jackson,M,12th,100.0,80.19,Huang High School
716,Michael Martinez,M,11th,70.91,57.19,Huang High School
717,William Johnson,M,11th,58.02,88.39,Huang High School
718,Joseph Jones,M,12th,70.84,53.8,Huang High School
719,Patricia Martin,M,10th,80.53,84.7,Huang High School
720,Patricia Moore,F,12th,70.81,75.44,Huang High School
721,Patricia Taylor,F,9th,66.35,83.51,Huang High School
722,Barbara Taylor,M,9th,97.38,82.19,Huang High School
723,Elizabeth Smith,F,11th,68.59,57.8,Huang High School
724,Sarah Moore,M,9th,78.49,71.65,Huang High School
725,Susan Anderson,F,9th,50.39,81.75,Huang High School
726,Barbara Brown,M,12th,78.08,72.89,Huang High School
727,John Martin,M,10th,54.88,79.55,Huang High School
728,Barbara Miller,M,9th,89.15,68.59,Huang High School
729,David Smith,M,10th,73.05,81.81,Huang High School
730,Jennifer Anderson,M,12th,45.06,74.56,Huang High School
731,Joseph Jackson,M,12th,67.26,70.42,Huang High School
732,David Johnson,M,10th,100.0,69.69,Huang High School
733,Susan Johnson,F,9th,91.66,100.0,Huang High School
734,Patricia Taylor,F,10th,74.22,68.93,Huang High School
735,John Gonzalez,F,11th,59.14,63.18,Huang High School
736,William Miller,M,10th,82.34,56.72,Huang High School
737,Joseph Hernandez,M,10th,77.22,61.75,Huang High School
738,Karen Johnson,F,10th,68.66,96.32,Huang High School
739,Joseph Wilson,F,12th,50.09,54.05,Huang High School
740,Karen Hernandez,F,9th,72.65,68.77,Huang High School
741,John Taylor,M,12th,63.36,41.35,Huang High School
742,Barbara Anderson,F,10th,78.31,87.26,Huang High School
743,Jessica Jones,M,12th,60.81,87.73,Huang High School
744,Karen Garcia,F,11th,76.71,91.85,Huang High School
745,Charles Jones,F,9th,100.0,71.85,Huang High School
746,John Smith,F,9th,100.0,81.47,Huang High School
747,Jennifer Anderson,F,12th,78.05,59.72,Huang High School
748,Mary Williams,M,9th,96.93,78.86,Huang High School
749,Thomas Lopez,F,12th,65.59,78.45,Huang High School
750,Sarah Anderson,M,11th,57.58,63.66,Huang High School
751,Barbara Thomas,M,10th,90.87,71.25,Huang High School
752,Linda Wilson,M,10th,58.36,52.11,Huang High School
753,Thomas Davis,M,11th,91.14,86.27,Huang High School
754,Joseph Wilson,M,11th,51.6,52.5,Huang High School
755,Sarah Martin,F,9th,78.23,56.2,Huang High School
756,Michael Williams,F,12th,56.21,50.69,Huang High School
757,Barbara Williams,F,11th,61.66,88.56,Huang High School
758,Karen Wilson,F,12th,88.74,56.38,Huang High School
759,Joseph Wilson,M,10th,93.21,89.27,Huang High School
760,Michael Taylor,F,9th,62.1,68.65,Huang High School
761,Barbara Martin,F,12th,89.32,72.43,Huang High School
762,Patricia Rodriguez,F,11th,66.08,61.24,Huang High School
763,Jennifer Thomas,M,9th,73.08,44.27,Huang High School
764,Mary Davis,F,11th,62.93,20.0,Huang High School
765,David Gonzalez,M,10th,63.52,52.84,Huang High School
766,Thomas Davis,M,11th,61.76,57.34,Huang High School
767,Sarah Moore,F,10th,50.86,88.06,Huang High School
768,Susan Anderson,M,11th,61.68,64.74,Huang High School
769,Jennifer Hernandez,F,11th,61.29,39.61,Huang High School
770,Richard Smith,F,9th,100.0,47.19,Huang High School
771,Jennifer Rodriguez,F,10th,85.73,70.47,Huang High School
772,Linda Hernandez,M,11th,65.33,58.23,Huang High School
773,Charles Rodriguez,F,11th,69.07,72.73,Huang High School
774,Thomas Lopez,F,12th,76.29,36.8,Huang High School
775,Susan Anderson,F,11th,71.77,65.51,Huang High School
776,Jessica Martin,F,9th,62.26,62.21,Huang High School
777,James Martinez,F,12th,83.63,80.03,Huang High School
778,Linda Moore,F,10th,65.2,67.83,Huang High School
779,James Johnson,M,9th,81.74,93.85,Huang High School
780,James Smith,M,9th,89.87,68.32,Huang High School
781,William Gonzalez,M,12th,76.32,83.86,Huang High School
782,James Gonzalez,F,9th,66.52,83.97,Huang High School
783,Karen Miller,M,11th,85.36,83.22,Huang High School
784,Mary Garcia,F,12th,88.26,61.85,Huang High School
785,Michael Wilson,M,12th,96.64,54.93,Huang High School
786,Sarah Anderson,M,9th,94.92,86.34,Huang High School
787,Mary Martinez,M,10th,65.62,69.83,Huang High School
788,Barbara Taylor,F,10th,46.09,77.13,Huang High School
789,Linda Hernandez,M,10th,68.84,44.72,Huang High School
790,John Garcia,M,10th,62.27,52.54,Huang High School
791,William Garcia,F,9th,77.3,56.08,Huang High School
792,William Miller,F,11th,70.04,65.49,Huang High School
793,William Moore,M,11th,49.33,96.44,Huang High School
794,Barbara Davis,F,12th,88.91,100.0,Huang High School
795,Linda Moore,M,11th,62.11,43.38,Huang High School
796,Karen Anderson,M,10th,71.87,71.62,Huang High School
797,Michael Hernandez,F,12th,91.68,94.88,Huang High School
798,Karen Thomas,M,10th,66.7,80.03,Huang High School
799,Patricia Garcia,F,12th,66.36,57.1,Huang High School
800,John Rodriguez,M,12th,83.88,72.08,Huang High School
801,Elizabeth Wilson,M,12th,83.33,77.84,Huang High School
802,David Moore,F,9th,48.02,69.96,Huang High School
803,Barbara Lopez,M,10th,76.89,79.83,Huang High School
804,Richard Gonzalez,M,9th,78.77,65.22,Huang High School
805,Charles Jackson,F,9th,53.02,68.14,Huang High School
806,Susan Brown,F,12th,91.41,64.74,Huang High School
807,Richard Davis,F,10th,82.26,75.97,Huang High School
808,Charles Lopez,M,11th,91.95,90.37,Huang High School
809,Sarah Garcia,F,10th,85.2,58.93,Huang High School
810,Sarah Jackson,F,12th,69.86,96.59,Huang High School
811,Robert Rodriguez,F,12th,73.02,98.57,Huang High School
812,John Martinez,F,12th,60.01,68.17,Huang High School
813,Charles Williams,F,10th,79.44,66.78,Huang High School
814,Joseph Smith,M,12th,46.87,62.75,Huang High School
815,Michael Lopez,M,12th,72.07,54.6,Huang High School
